cell_id,pert_iname,pert_idose,pert_itime
A375,epirizole,0.12 um,24 h
A375,epirizole,0.04 um,24 h
A375,cilomilast,10.0 um,24 h
A375,cilomilast,3.33 um,24 h
A375,cilomilast,1.11 um,24 h
A375,cilomilast,0.37 um,24 h
A375,cilomilast,0.12 um,24 h
A375,cilomilast,0.04 um,24 h
A375,atipamezole,10.0 um,24 h
A375,atipamezole,3.33 um,24 h
A375,atipamezole,1.11 um,24 h
A375,atipamezole,0.37 um,24 h
A375,atipamezole,0.12 um,24 h
A375,atipamezole,0.04 um,24 h
A375,reboxetine,10.0 um,24 h
A375,reboxetine,3.33 um,24 h
A375,reboxetine,1.11 um,24 h
A375,reboxetine,0.37 um,24 h
A375,reboxetine,0.12 um,24 h
A375,reboxetine,0.04 um,24 h
A375,lenvatinib,10.0 um,24 h
A375,lenvatinib,3.33 um,24 h
A375,lenvatinib,1.11 um,24 h
A375,lenvatinib,0.37 um,24 h
A375,lenvatinib,0.12 um,24 h
A375,lenvatinib,0.04 um,24 h
A375,vinburnine,6.79 um,24 h
A375,vinburnine,2.26 um,24 h
A375,vinburnine,0.75 um,24 h
A375,vinburnine,0.08 um,24 h
A375,vinburnine,0.03 um,24 h
A375,bortezomib,20.0 um,24 h
A375,bortezomib,20.0 um,24 h
A375,bortezomib,20.0 um,24 h
A375,bortezomib,20.0 um,24 h
A375,bortezomib,20.0 um,24 h
A375,bortezomib,20.0 um,24 h
A375,efavirenz,10.0 um,24 h
A375,efavirenz,3.33 um,24 h
A375,efavirenz,1.11 um,24 h
A375,efavirenz,0.37 um,24 h
A375,efavirenz,0.12 um,24 h
A375,CGP-12177,10.0 um,24 h
A375,CGP-12177,3.33 um,24 h
A375,CGP-12177,1.11 um,24 h
A375,CGP-12177,0.37 um,24 h
A375,CGP-12177,0.12 um,24 h
A375,CGP-12177,0.04 um,24 h
A375,ketorolac,10.0 um,24 h
A375,ketorolac,3.33 um,24 h
A375,ketorolac,1.11 um,24 h
A375,ketorolac,0.37 um,24 h
A375,ketorolac,0.12 um,24 h
A375,ketorolac,0.04 um,24 h
A375,BMS-777607,10.0 um,24 h
A375,BMS-777607,3.33 um,24 h
A375,BMS-777607,1.11 um,24 h
A375,BMS-777607,0.37 um,24 h
A375,BMS-777607,0.12 um,24 h
A375,BMS-777607,0.04 um,24 h
A375,gemifloxacin,10.0 um,24 h
A375,gemifloxacin,3.33 um,24 h
A375,gemifloxacin,1.11 um,24 h
A375,gemifloxacin,0.37 um,24 h
A375,gemifloxacin,0.12 um,24 h
A375,gemifloxacin,0.04 um,24 h
A375,ambrisentan,10.0 um,24 h
A375,ambrisentan,3.33 um,24 h
A375,ambrisentan,1.11 um,24 h
A375,ambrisentan,0.37 um,24 h
A375,ambrisentan,0.12 um,24 h
A375,ambrisentan,0.04 um,24 h
A375,valproic-acid,3.33 um,24 h
A375,valproic-acid,1.11 um,24 h
A375,valproic-acid,0.37 um,24 h
A375,valproic-acid,0.12 um,24 h
A375,valproic-acid,0.04 um,24 h
A375,ORG-9768,10.0 um,24 h
A375,ORG-9768,3.33 um,24 h
A375,ORG-9768,1.11 um,24 h
A375,ORG-9768,0.37 um,24 h
A375,ORG-9768,0.12 um,24 h
A375,ORG-9768,0.04 um,24 h
A375,PK-11195,10.0 um,24 h
A375,PK-11195,3.33 um,24 h
A375,PK-11195,1.11 um,24 h
A375,PK-11195,0.37 um,24 h
A375,PK-11195,0.12 um,24 h
A375,PK-11195,0.04 um,24 h
A375,KW-2478,10.0 um,24 h
A375,KW-2478,3.33 um,24 h
A375,KW-2478,1.11 um,24 h
A375,KW-2478,0.37 um,24 h
A375,KW-2478,0.12 um,24 h
A375,KW-2478,0.04 um,24 h
A375,balsalazide,10.0 um,24 h
A375,balsalazide,3.33 um,24 h
A375,balsalazide,1.11 um,24 h
A375,balsalazide,0.37 um,24 h
A375,balsalazide,0.12 um,24 h
A375,balsalazide,0.04 um,24 h
A375,paracetamol,10.0 um,24 h
A375,paracetamol,3.33 um,24 h
A375,paracetamol,1.11 um,24 h
A375,paracetamol,0.37 um,24 h
A375,paracetamol,0.12 um,24 h
A375,paracetamol,0.04 um,24 h
A375,STA-5326,10.0 um,24 h
A375,STA-5326,3.33 um,24 h
A375,STA-5326,1.11 um,24 h
A375,STA-5326,0.12 um,24 h
A375,MG-132,20.0 um,24 h
A375,MG-132,20.0 um,24 h
A375,MG-132,20.0 um,24 h
A375,MG-132,20.0 um,24 h
A375,MG-132,20.0 um,24 h
A375,anandamide,3.33 um,24 h
A375,anandamide,1.11 um,24 h
A375,anandamide,0.37 um,24 h
A375,anandamide,0.12 um,24 h
A375,anandamide,0.04 um,24 h
A375,tasisulam,10.0 um,24 h
A375,tasisulam,3.33 um,24 h
A375,tasisulam,1.11 um,24 h
A375,tasisulam,0.37 um,24 h
A375,tasisulam,0.12 um,24 h
A375,tasisulam,0.04 um,24 h
A375,protriptyline,10.0 um,24 h
A375,protriptyline,3.33 um,24 h
A375,protriptyline,1.11 um,24 h
A375,protriptyline,0.37 um,24 h
A375,protriptyline,0.12 um,24 h
A375,protriptyline,0.04 um,24 h
A375,cyclobenzaprine,10.0 um,24 h
A375,cyclobenzaprine,3.33 um,24 h
A375,cyclobenzaprine,1.11 um,24 h
A375,cyclobenzaprine,0.37 um,24 h
A375,cyclobenzaprine,0.12 um,24 h
A375,cyclobenzaprine,0.04 um,24 h
A375,butorphanol-(+)-tartrate,10.0 um,24 h
A375,butorphanol-(+)-tartrate,3.33 um,24 h
A375,butorphanol-(+)-tartrate,1.11 um,24 h
A375,butorphanol-(+)-tartrate,0.37 um,24 h
A375,butorphanol-(+)-tartrate,0.12 um,24 h
A375,butorphanol-(+)-tartrate,0.04 um,24 h
A375,Y-27152,10.0 um,24 h
A375,Y-27152,3.33 um,24 h
A375,Y-27152,1.11 um,24 h
A375,Y-27152,0.37 um,24 h
A375,Y-27152,0.12 um,24 h
A375,AMD-11070,10.0 um,24 h
A375,AMD-11070,3.33 um,24 h
A375,AMD-11070,1.11 um,24 h
A375,AMD-11070,0.37 um,24 h
A375,AMD-11070,0.12 um,24 h
A375,AMD-11070,0.04 um,24 h
A375,SR-33805,10.0 um,24 h
A375,SR-33805,3.33 um,24 h
A375,SR-33805,1.11 um,24 h
A375,SR-33805,0.37 um,24 h
A375,SR-33805,0.12 um,24 h
A375,SR-33805,0.04 um,24 h
A375,cholic-acid,10.0 um,24 h
A375,cholic-acid,3.33 um,24 h
A375,cholic-acid,0.37 um,24 h
A375,cholic-acid,0.12 um,24 h
A375,cholic-acid,0.04 um,24 h
A375,acetazolamide,10.0 um,24 h
A375,acetazolamide,3.33 um,24 h
A375,acetazolamide,1.11 um,24 h
A375,acetazolamide,0.37 um,24 h
A375,acetazolamide,0.12 um,24 h
A375,mibampator,10.0 um,24 h
A375,mibampator,3.33 um,24 h
A375,mibampator,1.11 um,24 h
A375,mibampator,0.37 um,24 h
A375,mibampator,0.12 um,24 h
A375,mibampator,0.04 um,24 h
A375,loxoprofen,10.0 um,24 h
A375,loxoprofen,3.33 um,24 h
A375,loxoprofen,1.11 um,24 h
A375,loxoprofen,0.37 um,24 h
A375,loxoprofen,0.12 um,24 h
A375,loxoprofen,0.04 um,24 h
A375,MLN-2480,10.0 um,24 h
A375,MLN-2480,3.33 um,24 h
A375,MLN-2480,1.11 um,24 h
A375,MLN-2480,0.37 um,24 h
A375,MLN-2480,0.12 um,24 h
A375,MLN-2480,0.04 um,24 h
A375,defactinib,10.0 um,24 h
A375,defactinib,3.33 um,24 h
A375,defactinib,1.11 um,24 h
A375,defactinib,0.37 um,24 h
A375,defactinib,0.12 um,24 h
A375,defactinib,0.04 um,24 h
A375,dopamine,10.0 um,24 h
A375,dopamine,3.33 um,24 h
A375,dopamine,1.11 um,24 h
A375,dopamine,0.37 um,24 h
A375,dopamine,0.12 um,24 h
A375,dopamine,0.04 um,24 h
A375,indoprofen,10.0 um,24 h
A375,indoprofen,3.33 um,24 h
A375,indoprofen,1.11 um,24 h
A375,indoprofen,0.37 um,24 h
A375,indoprofen,0.12 um,24 h
A375,indoprofen,0.04 um,24 h
A375,dexniguldipine,10.0 um,24 h
A375,dexniguldipine,3.33 um,24 h
A375,dexniguldipine,1.11 um,24 h
A375,dexniguldipine,0.37 um,24 h
A375,dexniguldipine,0.12 um,24 h
A375,dexniguldipine,0.04 um,24 h
A375,pinacidil,10.0 um,24 h
A375,pinacidil,3.33 um,24 h
A375,pinacidil,1.11 um,24 h
A375,pinacidil,0.37 um,24 h
A375,pinacidil,0.12 um,24 h
A375,pinacidil,0.04 um,24 h
A375,penicillin-v-potassium,10.0 um,24 h
A375,penicillin-v-potassium,3.33 um,24 h
A375,penicillin-v-potassium,1.11 um,24 h
A375,penicillin-v-potassium,0.37 um,24 h
A375,penicillin-v-potassium,0.12 um,24 h
A375,penicillin-v-potassium,0.04 um,24 h
A375,tolnaftate,10.0 um,24 h
A375,tolnaftate,3.33 um,24 h
A375,tolnaftate,1.11 um,24 h
A375,tolnaftate,0.37 um,24 h
A375,tolnaftate,0.12 um,24 h
A375,tolnaftate,0.04 um,24 h
A375,nateglinide,10.0 um,24 h
A375,nateglinide,3.33 um,24 h
A375,nateglinide,1.11 um,24 h
A375,nateglinide,0.37 um,24 h
A375,nateglinide,0.12 um,24 h
A375,nateglinide,0.04 um,24 h
A375,betulinic-acid,1.11 um,24 h
A375,bortezomib,20.0 um,24 h
A375,camptothecin,0.04 um,24 h
A375,epirizole,3.33 um,24 h
A375,vinburnine,0.25 um,24 h
A375,efavirenz,0.04 um,24 h
A375,valproic-acid,10.0 um,24 h
A375,STA-5326,0.37 um,24 h
A375,STA-5326,0.04 um,24 h
A375,MG-132,20.0 um,24 h
A375,anandamide,10.0 um,24 h
A375,Y-27152,0.04 um,24 h
A375,cholic-acid,1.11 um,24 h
A375,acetazolamide,0.04 um,24 h
A375,MG-132,20.0 um,24 h
A375,MG-132,20.0 um,24 h
A375,MG-132,20.0 um,24 h
A375,MG-132,20.0 um,24 h
A375,MG-132,20.0 um,24 h
A375,MG-132,20.0 um,24 h
MCF7,clozapine,10.0 um,24 h
MCF7,clozapine,3.33 um,24 h
MCF7,clozapine,1.11 um,24 h
MCF7,clozapine,0.37 um,24 h
MCF7,clozapine,0.12 um,24 h
MCF7,clozapine,0.04 um,24 h
MCF7,conivaptan,10.0 um,24 h
MCF7,conivaptan,3.33 um,24 h
MCF7,conivaptan,1.11 um,24 h
MCF7,conivaptan,0.37 um,24 h
MCF7,conivaptan,0.12 um,24 h
MCF7,conivaptan,0.04 um,24 h
MCF7,zardaverine,10.0 um,24 h
MCF7,zardaverine,3.33 um,24 h
MCF7,zardaverine,1.11 um,24 h
MCF7,zardaverine,0.37 um,24 h
MCF7,zardaverine,0.12 um,24 h
MCF7,zardaverine,0.04 um,24 h
MCF7,efaproxiral,10.0 um,24 h
MCF7,efaproxiral,3.33 um,24 h
MCF7,efaproxiral,1.11 um,24 h
MCF7,efaproxiral,0.37 um,24 h
MCF7,efaproxiral,0.12 um,24 h
MCF7,efaproxiral,0.04 um,24 h
MCF7,betulinic-acid,10.0 um,24 h
MCF7,betulinic-acid,3.33 um,24 h
MCF7,betulinic-acid,1.11 um,24 h
MCF7,betulinic-acid,0.37 um,24 h
MCF7,betulinic-acid,0.12 um,24 h
MCF7,betulinic-acid,0.04 um,24 h
MCF7,GSK-256066,10.0 um,24 h
MCF7,GSK-256066,3.33 um,24 h
MCF7,GSK-256066,0.37 um,24 h
MCF7,GSK-256066,0.12 um,24 h
MCF7,GSK-256066,0.04 um,24 h
MCF7,triamcinolone,10.0 um,24 h
MCF7,triamcinolone,3.33 um,24 h
MCF7,triamcinolone,1.11 um,24 h
MCF7,triamcinolone,0.37 um,24 h
MCF7,triamcinolone,0.12 um,24 h
MCF7,triamcinolone,0.04 um,24 h
MCF7,tirofiban,10.0 um,24 h
MCF7,tirofiban,3.33 um,24 h
MCF7,tirofiban,1.11 um,24 h
MCF7,tirofiban,0.37 um,24 h
MCF7,tirofiban,0.04 um,24 h
MCF7,estrone,10.0 um,24 h
MCF7,estrone,3.33 um,24 h
MCF7,estrone,1.11 um,24 h
MCF7,estrone,0.37 um,24 h
MCF7,estrone,0.12 um,24 h
MCF7,estrone,0.04 um,24 h
MCF7,bortezomib,20.0 um,24 h
MCF7,bortezomib,20.0 um,24 h
MCF7,bortezomib,20.0 um,24 h
MCF7,bortezomib,20.0 um,24 h
MCF7,bortezomib,20.0 um,24 h
MCF7,bortezomib,20.0 um,24 h
MCF7,"3,3'-diindolylmethane",1.0 um,24 h
MCF7,"3,3'-diindolylmethane",0.33 um,24 h
MCF7,"3,3'-diindolylmethane",0.11 um,24 h
MCF7,"3,3'-diindolylmethane",0.04 um,24 h
MCF7,"3,3'-diindolylmethane",0.01 um,24 h
MCF7,"3,3'-diindolylmethane",0.0 um,24 h
MCF7,camptothecin,10.0 um,24 h
MCF7,camptothecin,3.33 um,24 h
MCF7,camptothecin,1.11 um,24 h
MCF7,camptothecin,0.37 um,24 h
MCF7,camptothecin,0.12 um,24 h
MCF7,camptothecin,0.04 um,24 h
MCF7,paroxetine,10.0 um,24 h
MCF7,paroxetine,3.33 um,24 h
MCF7,paroxetine,1.11 um,24 h
MCF7,paroxetine,0.37 um,24 h
MCF7,paroxetine,0.12 um,24 h
MCF7,paroxetine,0.04 um,24 h
MCF7,clonazepam,10.0 um,24 h
MCF7,clonazepam,3.33 um,24 h
MCF7,clonazepam,1.11 um,24 h
MCF7,clonazepam,0.37 um,24 h
MCF7,clonazepam,0.12 um,24 h
MCF7,clonazepam,0.04 um,24 h
MCF7,imipramine,10.0 um,24 h
MCF7,imipramine,3.33 um,24 h
MCF7,imipramine,1.11 um,24 h
MCF7,imipramine,0.37 um,24 h
MCF7,imipramine,0.12 um,24 h
MCF7,imipramine,0.04 um,24 h
MCF7,AICA-ribonucleotide,10.0 um,24 h
MCF7,AICA-ribonucleotide,3.33 um,24 h
MCF7,AICA-ribonucleotide,1.11 um,24 h
MCF7,AICA-ribonucleotide,0.37 um,24 h
MCF7,AICA-ribonucleotide,0.12 um,24 h
MCF7,AICA-ribonucleotide,0.04 um,24 h
MCF7,MK-0773,10.0 um,24 h
MCF7,MK-0773,3.33 um,24 h
MCF7,MK-0773,1.11 um,24 h
MCF7,MK-0773,0.37 um,24 h
MCF7,MK-0773,0.12 um,24 h
MCF7,MK-0773,0.04 um,24 h
MCF7,epirizole,10.0 um,24 h
MCF7,epirizole,3.33 um,24 h
MCF7,epirizole,1.11 um,24 h
MCF7,epirizole,0.37 um,24 h
MCF7,epirizole,0.12 um,24 h
MCF7,epirizole,0.04 um,24 h
MCF7,cilomilast,10.0 um,24 h
MCF7,cilomilast,3.33 um,24 h
MCF7,cilomilast,1.11 um,24 h
MCF7,cilomilast,0.37 um,24 h
MCF7,cilomilast,0.12 um,24 h
MCF7,cilomilast,0.04 um,24 h
MCF7,atipamezole,3.33 um,24 h
MCF7,atipamezole,1.11 um,24 h
MCF7,atipamezole,0.37 um,24 h
MCF7,atipamezole,0.12 um,24 h
MCF7,atipamezole,0.04 um,24 h
MCF7,reboxetine,10.0 um,24 h
MCF7,reboxetine,3.33 um,24 h
MCF7,reboxetine,1.11 um,24 h
MCF7,reboxetine,0.37 um,24 h
MCF7,reboxetine,0.12 um,24 h
MCF7,reboxetine,0.04 um,24 h
MCF7,lenvatinib,10.0 um,24 h
MCF7,lenvatinib,3.33 um,24 h
MCF7,lenvatinib,1.11 um,24 h
MCF7,lenvatinib,0.37 um,24 h
MCF7,lenvatinib,0.12 um,24 h
MCF7,lenvatinib,0.04 um,24 h
MCF7,vinburnine,6.79 um,24 h
MCF7,vinburnine,2.26 um,24 h
MCF7,vinburnine,0.75 um,24 h
MCF7,vinburnine,0.25 um,24 h
MCF7,vinburnine,0.08 um,24 h
MCF7,vinburnine,0.03 um,24 h
MCF7,bortezomib,20.0 um,24 h
MCF7,bortezomib,20.0 um,24 h
MCF7,bortezomib,20.0 um,24 h
MCF7,bortezomib,20.0 um,24 h
MCF7,bortezomib,20.0 um,24 h
MCF7,bortezomib,20.0 um,24 h
MCF7,efavirenz,10.0 um,24 h
MCF7,efavirenz,3.33 um,24 h
MCF7,efavirenz,1.11 um,24 h
MCF7,efavirenz,0.37 um,24 h
MCF7,efavirenz,0.12 um,24 h
MCF7,efavirenz,0.04 um,24 h
MCF7,CGP-12177,10.0 um,24 h
MCF7,CGP-12177,3.33 um,24 h
MCF7,CGP-12177,1.11 um,24 h
MCF7,CGP-12177,0.37 um,24 h
MCF7,CGP-12177,0.12 um,24 h
MCF7,CGP-12177,0.04 um,24 h
MCF7,ketorolac,10.0 um,24 h
MCF7,ketorolac,3.33 um,24 h
MCF7,ketorolac,1.11 um,24 h
MCF7,ketorolac,0.37 um,24 h
MCF7,ketorolac,0.12 um,24 h
MCF7,ketorolac,0.04 um,24 h
MCF7,BMS-777607,10.0 um,24 h
MCF7,BMS-777607,3.33 um,24 h
MCF7,BMS-777607,1.11 um,24 h
MCF7,BMS-777607,0.37 um,24 h
MCF7,BMS-777607,0.12 um,24 h
MCF7,BMS-777607,0.04 um,24 h
MCF7,gemifloxacin,10.0 um,24 h
MCF7,gemifloxacin,3.33 um,24 h
MCF7,gemifloxacin,1.11 um,24 h
MCF7,gemifloxacin,0.37 um,24 h
MCF7,gemifloxacin,0.12 um,24 h
MCF7,gemifloxacin,0.04 um,24 h
MCF7,ambrisentan,10.0 um,24 h
MCF7,ambrisentan,3.33 um,24 h
MCF7,ambrisentan,1.11 um,24 h
MCF7,ambrisentan,0.37 um,24 h
MCF7,ambrisentan,0.12 um,24 h
MCF7,ambrisentan,0.04 um,24 h
MCF7,valproic-acid,10.0 um,24 h
MCF7,valproic-acid,3.33 um,24 h
MCF7,valproic-acid,1.11 um,24 h
MCF7,valproic-acid,0.37 um,24 h
MCF7,valproic-acid,0.12 um,24 h
MCF7,valproic-acid,0.04 um,24 h
MCF7,ORG-9768,10.0 um,24 h
MCF7,ORG-9768,3.33 um,24 h
MCF7,ORG-9768,1.11 um,24 h
MCF7,ORG-9768,0.37 um,24 h
MCF7,ORG-9768,0.12 um,24 h
MCF7,ORG-9768,0.04 um,24 h
MCF7,PK-11195,10.0 um,24 h
MCF7,PK-11195,3.33 um,24 h
MCF7,PK-11195,1.11 um,24 h
MCF7,PK-11195,0.37 um,24 h
MCF7,PK-11195,0.12 um,24 h
MCF7,PK-11195,0.04 um,24 h
MCF7,KW-2478,10.0 um,24 h
MCF7,KW-2478,3.33 um,24 h
MCF7,KW-2478,1.11 um,24 h
MCF7,KW-2478,0.37 um,24 h
MCF7,KW-2478,0.12 um,24 h
MCF7,KW-2478,0.04 um,24 h
MCF7,balsalazide,10.0 um,24 h
MCF7,balsalazide,3.33 um,24 h
MCF7,balsalazide,1.11 um,24 h
MCF7,balsalazide,0.37 um,24 h
MCF7,balsalazide,0.12 um,24 h
MCF7,balsalazide,0.04 um,24 h
MCF7,paracetamol,10.0 um,24 h
MCF7,paracetamol,3.33 um,24 h
MCF7,paracetamol,1.11 um,24 h
MCF7,paracetamol,0.37 um,24 h
MCF7,paracetamol,0.12 um,24 h
MCF7,paracetamol,0.04 um,24 h
MCF7,STA-5326,10.0 um,24 h
MCF7,STA-5326,3.33 um,24 h
MCF7,STA-5326,1.11 um,24 h
MCF7,STA-5326,0.37 um,24 h
MCF7,STA-5326,0.12 um,24 h
MCF7,STA-5326,0.04 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,anandamide,10.0 um,24 h
MCF7,anandamide,3.33 um,24 h
MCF7,anandamide,1.11 um,24 h
MCF7,anandamide,0.37 um,24 h
MCF7,anandamide,0.12 um,24 h
MCF7,anandamide,0.04 um,24 h
MCF7,tasisulam,10.0 um,24 h
MCF7,tasisulam,3.33 um,24 h
MCF7,tasisulam,1.11 um,24 h
MCF7,tasisulam,0.37 um,24 h
MCF7,tasisulam,0.12 um,24 h
MCF7,tasisulam,0.04 um,24 h
MCF7,protriptyline,10.0 um,24 h
MCF7,protriptyline,3.33 um,24 h
MCF7,protriptyline,1.11 um,24 h
MCF7,protriptyline,0.37 um,24 h
MCF7,protriptyline,0.12 um,24 h
MCF7,protriptyline,0.04 um,24 h
MCF7,cyclobenzaprine,10.0 um,24 h
MCF7,cyclobenzaprine,3.33 um,24 h
MCF7,cyclobenzaprine,1.11 um,24 h
MCF7,cyclobenzaprine,0.37 um,24 h
MCF7,cyclobenzaprine,0.12 um,24 h
MCF7,cyclobenzaprine,0.04 um,24 h
MCF7,butorphanol-(+)-tartrate,10.0 um,24 h
MCF7,butorphanol-(+)-tartrate,3.33 um,24 h
MCF7,butorphanol-(+)-tartrate,1.11 um,24 h
MCF7,butorphanol-(+)-tartrate,0.37 um,24 h
MCF7,butorphanol-(+)-tartrate,0.12 um,24 h
MCF7,butorphanol-(+)-tartrate,0.04 um,24 h
MCF7,Y-27152,10.0 um,24 h
MCF7,Y-27152,3.33 um,24 h
MCF7,Y-27152,1.11 um,24 h
MCF7,Y-27152,0.37 um,24 h
MCF7,Y-27152,0.12 um,24 h
MCF7,Y-27152,0.04 um,24 h
MCF7,AMD-11070,10.0 um,24 h
MCF7,AMD-11070,3.33 um,24 h
MCF7,AMD-11070,1.11 um,24 h
MCF7,AMD-11070,0.37 um,24 h
MCF7,AMD-11070,0.12 um,24 h
MCF7,AMD-11070,0.04 um,24 h
MCF7,SR-33805,10.0 um,24 h
MCF7,SR-33805,3.33 um,24 h
MCF7,SR-33805,1.11 um,24 h
MCF7,SR-33805,0.37 um,24 h
MCF7,SR-33805,0.12 um,24 h
MCF7,SR-33805,0.04 um,24 h
MCF7,cholic-acid,10.0 um,24 h
MCF7,cholic-acid,3.33 um,24 h
MCF7,cholic-acid,1.11 um,24 h
MCF7,cholic-acid,0.37 um,24 h
MCF7,cholic-acid,0.12 um,24 h
MCF7,cholic-acid,0.04 um,24 h
MCF7,acetazolamide,10.0 um,24 h
MCF7,acetazolamide,3.33 um,24 h
MCF7,acetazolamide,1.11 um,24 h
MCF7,acetazolamide,0.37 um,24 h
MCF7,acetazolamide,0.12 um,24 h
MCF7,acetazolamide,0.04 um,24 h
MCF7,mibampator,10.0 um,24 h
MCF7,mibampator,3.33 um,24 h
MCF7,mibampator,1.11 um,24 h
MCF7,mibampator,0.37 um,24 h
MCF7,mibampator,0.12 um,24 h
MCF7,mibampator,0.04 um,24 h
MCF7,loxoprofen,10.0 um,24 h
MCF7,loxoprofen,3.33 um,24 h
MCF7,loxoprofen,1.11 um,24 h
MCF7,loxoprofen,0.37 um,24 h
MCF7,loxoprofen,0.12 um,24 h
MCF7,loxoprofen,0.04 um,24 h
MCF7,MLN-2480,10.0 um,24 h
MCF7,MLN-2480,3.33 um,24 h
MCF7,MLN-2480,1.11 um,24 h
MCF7,MLN-2480,0.37 um,24 h
MCF7,MLN-2480,0.12 um,24 h
MCF7,MLN-2480,0.04 um,24 h
MCF7,defactinib,10.0 um,24 h
MCF7,defactinib,3.33 um,24 h
MCF7,defactinib,1.11 um,24 h
MCF7,defactinib,0.37 um,24 h
MCF7,defactinib,0.12 um,24 h
MCF7,defactinib,0.04 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,MG-132,20.0 um,24 h
MCF7,dopamine,10.0 um,24 h
MCF7,dopamine,3.33 um,24 h
MCF7,dopamine,1.11 um,24 h
MCF7,dopamine,0.37 um,24 h
MCF7,dopamine,0.12 um,24 h
MCF7,dopamine,0.04 um,24 h
MCF7,indoprofen,10.0 um,24 h
MCF7,indoprofen,3.33 um,24 h
MCF7,indoprofen,1.11 um,24 h
MCF7,indoprofen,0.37 um,24 h
MCF7,indoprofen,0.12 um,24 h
MCF7,indoprofen,0.04 um,24 h
MCF7,dexniguldipine,10.0 um,24 h
MCF7,dexniguldipine,3.33 um,24 h
MCF7,dexniguldipine,1.11 um,24 h
MCF7,dexniguldipine,0.37 um,24 h
MCF7,dexniguldipine,0.12 um,24 h
MCF7,dexniguldipine,0.04 um,24 h
MCF7,pinacidil,10.0 um,24 h
MCF7,pinacidil,3.33 um,24 h
MCF7,pinacidil,1.11 um,24 h
MCF7,pinacidil,0.37 um,24 h
MCF7,pinacidil,0.12 um,24 h
MCF7,pinacidil,0.04 um,24 h
MCF7,penicillin-v-potassium,10.0 um,24 h
MCF7,penicillin-v-potassium,3.33 um,24 h
MCF7,penicillin-v-potassium,1.11 um,24 h
MCF7,penicillin-v-potassium,0.37 um,24 h
MCF7,penicillin-v-potassium,0.12 um,24 h
MCF7,penicillin-v-potassium,0.04 um,24 h
MCF7,tolnaftate,10.0 um,24 h
MCF7,tolnaftate,3.33 um,24 h
MCF7,tolnaftate,1.11 um,24 h
MCF7,tolnaftate,0.37 um,24 h
MCF7,tolnaftate,0.12 um,24 h
MCF7,tolnaftate,0.04 um,24 h
MCF7,nateglinide,10.0 um,24 h
MCF7,nateglinide,3.33 um,24 h
MCF7,nateglinide,1.11 um,24 h
MCF7,nateglinide,0.37 um,24 h
MCF7,nateglinide,0.12 um,24 h
MCF7,nateglinide,0.04 um,24 h
MCF7,GSK-256066,1.11 um,24 h
MCF7,tirofiban,0.12 um,24 h
MCF7,atipamezole,10.0 um,24 h
PC3,clozapine,10.0 um,24 h
PC3,clozapine,3.33 um,24 h
PC3,clozapine,1.11 um,24 h
PC3,clozapine,0.37 um,24 h
PC3,clozapine,0.12 um,24 h
PC3,clozapine,0.04 um,24 h
PC3,conivaptan,10.0 um,24 h
PC3,conivaptan,3.33 um,24 h
PC3,conivaptan,1.11 um,24 h
PC3,conivaptan,0.37 um,24 h
PC3,conivaptan,0.12 um,24 h
PC3,conivaptan,0.04 um,24 h
PC3,zardaverine,10.0 um,24 h
PC3,zardaverine,3.33 um,24 h
PC3,zardaverine,1.11 um,24 h
PC3,zardaverine,0.37 um,24 h
PC3,zardaverine,0.12 um,24 h
PC3,zardaverine,0.04 um,24 h
PC3,efaproxiral,10.0 um,24 h
PC3,efaproxiral,3.33 um,24 h
PC3,efaproxiral,1.11 um,24 h
PC3,efaproxiral,0.37 um,24 h
PC3,efaproxiral,0.12 um,24 h
PC3,efaproxiral,0.04 um,24 h
PC3,betulinic-acid,10.0 um,24 h
PC3,betulinic-acid,3.33 um,24 h
PC3,betulinic-acid,1.11 um,24 h
PC3,betulinic-acid,0.37 um,24 h
PC3,betulinic-acid,0.12 um,24 h
PC3,betulinic-acid,0.04 um,24 h
PC3,GSK-256066,10.0 um,24 h
PC3,GSK-256066,3.33 um,24 h
PC3,GSK-256066,1.11 um,24 h
PC3,GSK-256066,0.37 um,24 h
PC3,GSK-256066,0.12 um,24 h
PC3,GSK-256066,0.04 um,24 h
PC3,triamcinolone,10.0 um,24 h
PC3,triamcinolone,3.33 um,24 h
PC3,triamcinolone,1.11 um,24 h
PC3,triamcinolone,0.37 um,24 h
PC3,triamcinolone,0.12 um,24 h
PC3,triamcinolone,0.04 um,24 h
PC3,tirofiban,10.0 um,24 h
PC3,tirofiban,3.33 um,24 h
PC3,tirofiban,1.11 um,24 h
PC3,tirofiban,0.37 um,24 h
PC3,tirofiban,0.04 um,24 h
PC3,estrone,10.0 um,24 h
PC3,estrone,1.11 um,24 h
PC3,estrone,0.37 um,24 h
PC3,estrone,0.12 um,24 h
PC3,estrone,0.04 um,24 h
PC3,bortezomib,20.0 um,24 h
PC3,bortezomib,20.0 um,24 h
